Video_name,Caption,Gloss,Video_path
RO4tVPU6Qp0DesMmgT5x,"Wow, the effect of that mascara is great!",WOW EFFECT THAT MASCARA GREAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/RO4tVPU6Qp0DesMmgT5x
9IVUWSP2NcHciWvqZTa2,My dog ate my bag,MY DOG  IX:1 MY #BAG  IX:2 IX:1 EAT IX:2,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/9IVUWSP2NcHciWvqZTa2
Sbylk5OVqC4wjyj7E7Ob,My sister is dating an American.,MY SISTER DATE AMERICAN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Sbylk5OVqC4wjyj7E7Ob
cCkkI7A62vI0HC7jeKdh,do you think she will still remember me after ten years?,YOU THINK WILL STILL REMEMBER ME AFTER TEN IX-ONE-s:1 YEAR,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/cCkkI7A62vI0HC7jeKdh
AYkI4DgmMfQfd296goAS,The fuel industry is hiking prices.,fs-FUEL industry POSS-s:2 INCREASE PRICE+,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/AYkI4DgmMfQfd296goAS
axUY8h4WoyZNZ8AkBPcY,Would you help me out?,will YOU HELP ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/axUY8h4WoyZNZ8AkBPcY
9AMS6JS7mED7poKlCHsy,Can I have a coke in that?,fs-COKE IX-ONE-s:1 CAN WITH HAVE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/9AMS6JS7mED7poKlCHsy
VqVDiAaebGLPnWpDDukX,How was the weather yesterday?,HOW WEATHER YESTERDAY,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/VqVDiAaebGLPnWpDDukX
FpONiXAJRa0Kym12BFuw,We want everyone to grow and thrive in their careers.,"grow succeed ix-one-s:1,2 job everyone want we",ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/FpONiXAJRa0Kym12BFuw
u7PGl9wojVikj6PPt7Fo,What will you do now?,WHAT WILL YOU DO NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/u7PGl9wojVikj6PPt7Fo
hxwkqm5G2cBB1e86mEyd,There's an image of him stored inside my mind,ix-one-s:1 image ix-one-s:1 save inside my mind,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/hxwkqm5G2cBB1e86mEyd
6A5ISPifm59PIgFeTcoP,do you think she will still remember me after ten years?,,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/6A5ISPifm59PIgFeTcoP
wWzhmom1nA517jJqLxOJ,I graduated from RIT. ,ME GO FINISH SCHOOL WHERE fs-RIT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/wWzhmom1nA517jJqLxOJ
Lm20sZNz0mbKNwZd9QB6,,,ASLing/DOoc2yhl6HNqHQfeZCamSbeWFbk1/Lm20sZNz0mbKNwZd9QB6
TgJiFLf7ON6KyYVKsUXV,Just close your eyes,your close-eyes,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/TgJiFLf7ON6KyYVKsUXV
1skUq7tig12fO75E4Nc2,Where can we change her diaper?,WHERE CAN WE CHANGE POSS-s:2 DIAPER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/1skUq7tig12fO75E4Nc2
P0Aac4vxGsaHW7cUlLwj,I understand how you feel.,ME YOU UNDERSTAND FEEL,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/P0Aac4vxGsaHW7cUlLwj
FOkVDAYhzqsMjW01Z8Z3,Is that what you're going to wear for the party?,THAT YOU WILL WEAR PARTY,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/FOkVDAYhzqsMjW01Z8Z3
La4IFBFT1E5jqXRklz67,Your next action is going to be critical,your next action will important,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/La4IFBFT1E5jqXRklz67
ZL2MVt0QyRGy0gqKdg1h,Please throw out the trash,,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/ZL2MVt0QyRGy0gqKdg1h
MPNf1pg4UaNEIKnM4H5l,This is a great start to learn the English language.,GREAT START LEARN THIS ENGLISH,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/MPNf1pg4UaNEIKnM4H5l
QesSmohfiNRobp357NKg,i hid it under my bed.,UNDER MY BED ME IX-ONE-s:1 HIDE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/QesSmohfiNRobp357NKg
jITAPGXq7Tw5Lsn60aQs,I have two little boys with me now.,ME HAVE two little BOY WITH ME NOW,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/jITAPGXq7Tw5Lsn60aQs
JANtmmZxp0PVIMppQDXW,There's so much to learn in the english language.,A-LOT LEARN ENGLISH LANGUAGE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/JANtmmZxp0PVIMppQDXW
7bqEl7E82u5o40Tq8DcX,I've been checking his temperature every hour, me check his temperature every hour,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/7bqEl7E82u5o40Tq8DcX
UeHCI5fCJBywn9dQftRU,The fuel industry is hiking prices.,fs-FUEL INDUSTRY RISE ITSELF PRICE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/UeHCI5fCJBywn9dQftRU
RRVa34EDIYJGetyIU5v9,It’s the end of an era.,END fs-OF fs-ERA,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/RRVa34EDIYJGetyIU5v9
mJUUiwag104OGJdVnwJV,Can i tag along your road trip?,CAN ME join your ROAD travel,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/mJUUiwag104OGJdVnwJV
ee26jyyZGeqYVsCY1hAR,I need help with my math homework.,ME need HELP WITH MY MATH HOMEWORK,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ee26jyyZGeqYVsCY1hAR
2AQgofVrY0G2EbhR2tXB,"Hi, can I have a table for 2?",HI CAN HAVE TABLE FOR TWO,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2AQgofVrY0G2EbhR2tXB
S1xP3tzBaEj5SOxufiO1,Is that what you're going to wear for the party?,that will you wear party,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/S1xP3tzBaEj5SOxufiO1
UuEj9fgpWph1vVpFdIiS,This is my favorite cookie,this my favorite cookie,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/UuEj9fgpWph1vVpFdIiS
5arZeRx1ZVcWrCweNHEc,Will you come by and see me?,WILL YOU COME fs-BY AND SEE ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5arZeRx1ZVcWrCweNHEc
piCoBUU5MHnyKuvwQraV,can you pick me up at the mall?,CAN YOU PICK-UP ME FROM fs-MALL,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/piCoBUU5MHnyKuvwQraV
jvjL5vHkSfH0lfdP4k5t,I’ve seen that guy in school before.,BEFORE ME SEE THAT GUY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/jvjL5vHkSfH0lfdP4k5t
XvKRGozPUvAjd5KDYSI1,Come take a walk with me.,YOU ME WALK COME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/XvKRGozPUvAjd5KDYSI1
J7Y8ewf2FLiBTXtqNxVg,I have a number of favors to ask you.,MANY FAVOR ASK YOU ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/J7Y8ewf2FLiBTXtqNxVg
cZrVa3fcU4DYgi1KjQzq,Can we go home?,CAN WE GO HOME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/cZrVa3fcU4DYgi1KjQzq
37icFCp2URT7MjX19kxM,"If you see a bear here, run for your life",if bear there you see there run,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/37icFCp2URT7MjX19kxM
PuiZkUEGs2YNAztRdza0,I can’t bear to face this horrendous traffic again and again.,AWFUL TRAFFIC AGAIN CANNOT TOLERATE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/PuiZkUEGs2YNAztRdza0
t71GBCEJ6zYDlFhVwLuZ,"can I have your attention, please?",CAN ME HAVE YOUR ATTENTION PLEASE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/t71GBCEJ6zYDlFhVwLuZ
GqN1aZn01O4zukpSLwNq,This is a big decision for me,this     me important decision,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/GqN1aZn01O4zukpSLwNq
poBi1D2VNzki48kCM72E,I want to go there.,me WANT GO there,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/poBi1D2VNzki48kCM72E
BpLnfgDsc2WD8F2qNfHK,,test test1,ASLing/QsRGl4H17ySJLpUyJi9ZNvUyqUI2/BpLnfgDsc2WD8F2qNfHK
spIZzOdryQlxN2yfoMqn,can I have some more milk shake?,CAN ME HAVE MORE MILK SHAKE SOME,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/spIZzOdryQlxN2yfoMqn
PVXxA1Pi8abbEbRUsfjl,We were in the same english class.,"IX-K-p:3,S IN SAME ENGLISH CLASS",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PVXxA1Pi8abbEbRUsfjl
09rV9WTkL7wfExgrw42i,Please look this way.,PLEASE LOOK IX-ONE-s:4,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/09rV9WTkL7wfExgrw42i
5lB0Qiie3pEYcBG1sedl,One thing led to another,one thing lead other,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/5lB0Qiie3pEYcBG1sedl
jG5Bir7rmG5pJ6Pv6DGw,you can’t expect much from their poor service.,"YOU CANNOT MUCH FROM SELF-p:3,4 BAD SERVICE EXPECT",ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/jG5Bir7rmG5pJ6Pv6DGw
B9FmSRZGqf9jir0rGxMn,What's your name?,YOUR NAME WHAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/B9FmSRZGqf9jir0rGxMn
VSZhENjbvFmZdH3v8HsP,How can we simplify this data?,how CAN WE SIMPLIFY fs-DATA,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/VSZhENjbvFmZdH3v8HsP
4PeJDgBqAy1kQ5UQ1WBh,What can we change so that things will get better?,can we change improve what ,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/4PeJDgBqAy1kQ5UQ1WBh
2NJRn1Lzg6Th86kQAJzP,i think i need to lie down.,ME THINK ME NEED LIE-DOWN,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/2NJRn1Lzg6Th86kQAJzP
ifLzi7G5qsz6L11WgHBg,i can finally move out from my old apartment.,ME CAN FINALLY MOVE OUT FROM MY old #APARTMENT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/ifLzi7G5qsz6L11WgHBg
dsoCRGmq4ZI2VK06ZeBq,Just hold my hand.,HOLD MY HAND,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/dsoCRGmq4ZI2VK06ZeBq
PQEmZxBwNBFG6RqFm2CH,He is going to build his dream house.,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PQEmZxBwNBFG6RqFm2CH
vyKGMlifetS6Zbassb2J,His room is at the end of the corridor. ,HIS ROOM END HALLWAY THERE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vyKGMlifetS6Zbassb2J
k4g32sF8kS0LOhVvLiuf,Can we make our projects together?,CAN WE MAKE OUR TOGETHER PROJECT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/k4g32sF8kS0LOhVvLiuf
RkrFeRsynZAiPFvdSqnw,Your dog ran across the park.,YOUR DOG RUN ACROSS fs-PARK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/RkrFeRsynZAiPFvdSqnw
e3afTS8UhWAX5b0VIM1h,Tthat’s not what I want.,THAT NOT WHAT ME WANT,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/e3afTS8UhWAX5b0VIM1h
pKtvSGnaMA0wTzk59DFm,this is why i don’t go out anymore.,THIS WHY ME NOT GO OUT ANY MORE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/pKtvSGnaMA0wTzk59DFm
c1wLocSNWpD2lIoehsiY,when will i see you again?,WHEN WILL ME YOU AGAIN SEE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/c1wLocSNWpD2lIoehsiY
tdOQH04G2mhweXf4maRG,i value our friendship so much.,ME cherish OUR FRIEND A-LOT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/tdOQH04G2mhweXf4maRG
zJzUe1y5eH1KrDyCBCEL,I read somewhere that this house is haunted,me read somewhere this house haunt,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/zJzUe1y5eH1KrDyCBCEL
3UHW84WU99HenbdfnMrG,Can you stand still for a minute?,can stand-still minute  you,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/3UHW84WU99HenbdfnMrG
whndfY5xRIVcooH4iDVR,Until when will you be away?,YOU GO-AWAY UNTIL WHEN,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/whndfY5xRIVcooH4iDVR
PhmsbTeBytHqR2KFkhOc,Do you like these ribbons?,YOU like THIS #RIBBONS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/PhmsbTeBytHqR2KFkhOc
v9iI3unlMTe0cFI3OFho,I had a rough week,ME HAVE BEFORE AWFUL WEEK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/v9iI3unlMTe0cFI3OFho
S2DbFdzGfih7kvKPBRfs,what level are you in that game?,IN THAT GAME WHAT LEVEL YOU,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/S2DbFdzGfih7kvKPBRfs
c2RABnyEm6cSSyZuR9rl,I’d love to learn more about the english language.,ABOUT ENGLISH LANGUAGE ME love LEARN MORE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/c2RABnyEm6cSSyZuR9rl
tWv4wqij0RRBaNObRAzC,There’s a basketball court near our house.,THERE IS HAVE BASKETBALL court NEAR OUR HOME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/tWv4wqij0RRBaNObRAzC
YHJ3ryYNx3AOBw4MFYfU,You’ll always have me around.,YOU ALWAYS BEEN WITH ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/YHJ3ryYNx3AOBw4MFYfU
t6r7LtXJoFb1DpHE2xPj,is it alright if you wait for a few minutes?,ALRIGHT IF YOU WAIT FOR FEW MINUTE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/t6r7LtXJoFb1DpHE2xPj
EE3QcizX78JYVBRZMnhz,"Looking back, I knew I was always an introvert",LOOK-BACK ME KNOW ME ALWAYS INTROVERT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/EE3QcizX78JYVBRZMnhz
UnPYXXVHgwRPA4Tu9n2H,I understand how you feel.,ME UNDERSTAND YOU FEEL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/UnPYXXVHgwRPA4Tu9n2H
4c97g8rdlb4tv5YQ9Bd6,,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/4c97g8rdlb4tv5YQ9Bd6
4AK8KlVth5odRXvDlPaR,"If you see a bear here, run for your life.",IF YOU SEE BEAR RUN YOUR LIFE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/4AK8KlVth5odRXvDlPaR
0oLy8sLh3XgbywJ4ZIS3,There’s no electricity now.,NO ELECTRICITY THERE NOW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/0oLy8sLh3XgbywJ4ZIS3
LE7ug7gNYnEtGnhRkjYs,I am praying for less stress this coming new year.,ME PRAY LITTLE STRESS THIS COME NEW YEAR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/LE7ug7gNYnEtGnhRkjYs
WkwiEKMLLzIDi0LjRTrn,That was such a long time ago.,LONG TIME BEFORE THAT,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/WkwiEKMLLzIDi0LjRTrn
15FOhn20i8kMUNR2oox5,Can you try to be nicer to him?,CAN YOU TRY NICE fs-HIM,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/15FOhn20i8kMUNR2oox5
01GTsI2xGbvN9EmNKrpJ,I want to go with you.,ME WANT GO WITH YOU,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/01GTsI2xGbvN9EmNKrpJ
8TKewcDXWNhuKqKZGSdy,His business is thriving.,POSS-s:2 business THRIVE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/8TKewcDXWNhuKqKZGSdy
9Dwu8lbwUpkoduNoi0Pq,I need to read its manual.,ME NEED READ #MANUAL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/9Dwu8lbwUpkoduNoi0Pq
IPA1xM1kr7Pgc27V9fKE,Tthere are four seasons in a year.,THERE FOUR fs-SEASON in YEAR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/IPA1xM1kr7Pgc27V9fKE
CqnKuVBFyfq3TRam64y0,I am so against domestic abuse!,ME fs-SO AGAINST fs-DV,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/CqnKuVBFyfq3TRam64y0
SymyRM8txw4GC7OXh9um,can you ask the waiter to bring us some wine?,can YOU ASK waiter bring SOME WINE,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/SymyRM8txw4GC7OXh9um
np4kdhoebkYd0R3R7Bas,"Can you turn on the computer, please?",CAN COMPUTER TURN-ON YOU PLEASE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/np4kdhoebkYd0R3R7Bas
uJtwlfH7yqrszwd4g4Se,I don’t care about what you think.,ME ABOUT YOU THINK DO-NOT-CARE WHAT,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/uJtwlfH7yqrszwd4g4Se
5DgJylgGiSMZ4dpU6x97,I am loving the cold night air here.,ME LOVE COLD NIGHT AIR HERE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5DgJylgGiSMZ4dpU6x97
0R1mfU5TFeQLbRMiWXAj,I just want you to get the best education.,ME WANT BEST EDUCATION YOU,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/0R1mfU5TFeQLbRMiWXAj
YXHChAl7QBlrA0kZEqRk,Today is national friendship day,today national friend day,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/YXHChAl7QBlrA0kZEqRk
qPbfl0D3vQ1BJJD77P9J,This ice cream place is great for families with kids,this great family with kid ice cream place,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/qPbfl0D3vQ1BJJD77P9J
mC3XAnaEfWQ3M59Vnkee,Who can help me?,who can HELP ME,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/mC3XAnaEfWQ3M59Vnkee
M6Z0jKRBqfKtY7wJcigM,She is one of my english teachers.,IX-ONE-s:2 ONE fs-OF MY ENGLISH TEACHER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/M6Z0jKRBqfKtY7wJcigM
1pWJaqisoUwPBw3G4hTg,It’s so challenging to discipline kids these days.,,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/1pWJaqisoUwPBw3G4hTg
MfoutQsayVqBqYj3jShp,There’s a long line at the grocery cashier.,IX-ONE-s:2 LONG LINE FOOD CASHIER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/MfoutQsayVqBqYj3jShp
Fv3M2BtsoBgA5tUnPxUZ,I watch movies on my ipad.,ME WATCH MOVIE IPAD,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Fv3M2BtsoBgA5tUnPxUZ
8k7RcZdaxjmqausLLV9U,I’m scared to check what’s behind that door.,me SCARE CHECK WHAT BEHIND DOOR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/8k7RcZdaxjmqausLLV9U
5XrYzSySmtAY1oYzOY9t,This is the next best thing.,THIS NEXT  THING BEST,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/5XrYzSySmtAY1oYzOY9t
KkHaIMH6QLks2zN8z5ON,Let's have dinner after work,ME-AND-YOU DINNER AFTER WORK,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/KkHaIMH6QLks2zN8z5ON
nC36UWuzJJPBegMvJJIh,"You're right, I want to go back there",want back there right,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/nC36UWuzJJPBegMvJJIh
SKFBgUaSXgyTMOtbtT6V,My baby niece likes to pull my hair,my baby niece like pull my+ hair,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/SKFBgUaSXgyTMOtbtT6V
pTwLWDquNxc3CG0hXqvw,"Can you turn on the computer, please?",can computer turn-on you please,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/pTwLWDquNxc3CG0hXqvw
7uleQu9PqscC3bznEb6D,A new island was formed after that big earthquake.,NEW ISLAND FORM AFTER BIG EARTHQUAKE HAPPEN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/7uleQu9PqscC3bznEb6D
JfHfPalh88g5V5ZYiABb,what musical activity can you suggest for my toddler?,WHAT MUSIC ACTIVITY YOU SUGGEST FOR MY fs-TODDLER,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/JfHfPalh88g5V5ZYiABb
BWdDOmLyIzGCxIBiSnMr,I have to go to work.,GO WORK NEED ME,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/BWdDOmLyIzGCxIBiSnMr
hom5tj0vfAJChYNDIKHL,He took a step toward her.,IX-ONE-s:1 APPROACH IX-ONE-s:4,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/hom5tj0vfAJChYNDIKHL
fMF8f7JRKWBI103k6kbK,I need to read its manual.,BOOK READ ME NEED,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/fMF8f7JRKWBI103k6kbK
WvC8DrA4elOWwKqKrLLR,We support everyone within our small community.,"IX-ONE-s:1,2,3,4 SUPPORT everyone THIS small COMMUNITY",ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/WvC8DrA4elOWwKqKrLLR
pNyN1juZ0aOq1ZKdVP3v,"During the session, I saw him fall asleep.",DURING MEETING ME SEE IX-ONE-s:1 SLEEP,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/pNyN1juZ0aOq1ZKdVP3v
epxJyzHVHFqqxPGXOm0U,I need to enroll him to a good preschool, SIGN-UP IX-ONE-s:3 NEED GOOD fs-PRE-K,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/epxJyzHVHFqqxPGXOm0U
KGNbSuJE9fQbzONJAAwd,My major is Psychology.,MY MAJOR WHAT PSYCHOLOGY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/KGNbSuJE9fQbzONJAAwd
Ai9wOvrn4wK55rxydXZW,I'd love to learn more about the english language,about english love learn more me,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/Ai9wOvrn4wK55rxydXZW
CK23OLcp911vbKVApzcH,The others hasn't arrived yet,OTHER NOT ARRIVE YET,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/CK23OLcp911vbKVApzcH
Jcxd5EsnIT5MfDUh5dPW,"It’s true, i’m leaving the company.",TRUE ME LEAVE COMPANY,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Jcxd5EsnIT5MfDUh5dPW
4QQkIga2lsVQzP8xQ4CD,"I feel so tired, I just need to relax and unwind",feel tired need relax,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/4QQkIga2lsVQzP8xQ4CD
oEJQDG8WbFcfh22EqIhF,How was the weather yesterday?,WEATHER YESTERDAY HOW,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/oEJQDG8WbFcfh22EqIhF
snWWsaGBZQIY4EMAO20p,what level are you in that game?,THAT GAME what LEVEL YOU,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/snWWsaGBZQIY4EMAO20p
JkIzDW1DRdnNwVSuirA9,I want to get my own place.,ME WANT MY OWN place,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/JkIzDW1DRdnNwVSuirA9
wb3oqj0EPRnZ3dgVj1x6,I’m going to live like there’s no tomorrow.,ME WILL GO-ON LIKE NONE TOMORROW,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/wb3oqj0EPRnZ3dgVj1x6
iwKKPyXEvyNrNjEHoh1I,Let’s study our english lessons together.,LET-US STUDY OUR ENGLISH LESSON TOGETHER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/iwKKPyXEvyNrNjEHoh1I
ri25znVjDFxmOFk7ozkl,He took a step toward her.,fs-HE GO-AHEAD TOWARD fs-HER,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/ri25znVjDFxmOFk7ozkl
6hXR3InsQdPO4ytvrBIt,She is so young and helpful,fs-SHE fs-SO YOUNG AND fs-SO HELPFUL,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/6hXR3InsQdPO4ytvrBIt
7VUCTZzjRS0piIoxGzbq,The night is young. ,NIGHT YOUNG,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/7VUCTZzjRS0piIoxGzbq
lduNVwleaNXqFpIyC9yq,I'm sorry but she's away,sorry but ix-one-s:1 away,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/lduNVwleaNXqFpIyC9yq
KEl9ZTL3nhazf87a3SvT,I hate being the center of attention.,ME HATE MYSELF STAND ATTENTION,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/KEl9ZTL3nhazf87a3SvT
KmKgmZHzHP0C1rKmYbpa,can you get me my eyeglasses?,CAN YOU GET MY GLASSES,ASLing/rgkMm1AjrwMGoVf7ho24FaGeEfG2/KmKgmZHzHP0C1rKmYbpa
p8z6uxXCyFN0ykZT2PGV,Please provide me with a list of your services.,PLEASE GIVE ME YOUR LIST SERVICE,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/p8z6uxXCyFN0ykZT2PGV
vYf7E0ZW0PxgropXPw9j,I’m never going to drink wine again.,ME NEVER DRINK WINE AGAIN,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/vYf7E0ZW0PxgropXPw9j
Nd6JMGbLNmkVwQtOA9eY,"Though you are angry now, I’m sure you will forget about this later.",THROUGH YEAR YOU ANGRY NOW ME SURE YOU WILL FORGET THIS,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/Nd6JMGbLNmkVwQtOA9eY
XbPhcOgrIS7UX3MumFa0,It's a fact: shopping can improve your mood,SHOP IMPROVE FEEL TRUE,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/XbPhcOgrIS7UX3MumFa0
30IbVfwvowjfyqB9GLbU,I'm going to live like there's no tomorrow,live like will tomorrow me die,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/30IbVfwvowjfyqB9GLbU
BpLnfgDsc2WD8F2qNfHK,"Hi, can I have a table for 2?",HI ME TABLE TWO      CAN   HAVE   FOR,ASLing/xLZO3KHKoEhefIH5KxOEF3EmRek2/BpLnfgDsc2WD8F2qNfHK
epOsWG6kY4x2ktCHGMoS,There's an image of him stored inside my mind,THERE IMAGE IX-ONE-s:1 SAVE INSIDE MY   MIND,ASLing/BcTm9JOPQUSRhAokEoGQRO5ONDY2/epOsWG6kY4x2ktCHGMoS
